Symbols,Attributes,2022-04-06,2022-04-07,2022-04-08,2022-04-11,2022-04-12
BCE.TO,Low,70.95999908447266,72.0,72.79000091552734,72.86000061035156,0.0
BCE.TO,Open,71.0,72.19999694824219,73.0,73.19999694824219,0.0
BCE.TO,Volume,4143900.0,3833200.0,2576000.0,5573100.0,0.0
BDEV.L,Adj Close,530.4000244140625,507.7999877929688,519.7999877929688,514.7999877929688,512.0
BDEV.L,Close,530.4000244140625,507.7999877929688,519.7999877929688,514.7999877929688,512.0
BDEV.L,High,531.4000244140625,523.5999755859375,521.5999755859375,524.2000122070312,513.7999877929688
BDEV.L,Low,512.0,507.2000122070313,507.6000061035156,513.2000122070312,504.9599914550781
BDEV.L,Open,516.7999877929688,523.5999755859375,513.5999755859375,519.2000122070312,510.2000122070313
BDEV.L,Volume,9199382.0,4649891.0,10477878.0,3748264.0,713564.0
BDX,Adj Close,270.6499938964844,273.5199890136719,275.4200134277344,270.010009765625,0.0
BDX,Close,270.6499938964844,273.5199890136719,275.4200134277344,270.010009765625,0.0
BDX,High,270.9700012207031,274.4700012207031,277.2900085449219,275.989990234375,0.0
BDX,Low,261.1499938964844,268.8299865722656,274.010009765625,268.5599975585937,0.0
BDX,Open,261.94000244140625,269.6499938964844,274.07000732421875,275.6099853515625,0.0
BDX,Volume,1593500.0,1003300.0,1397600.0,1073400.0,0.0
BEI.DE,Adj Close,98.08000183105467,97.9000015258789,96.91999816894533,94.08000183105467,94.0999984741211
BEI.DE,Close,98.08000183105467,97.9000015258789,96.91999816894533,94.08000183105467,94.0999984741211
BEI.DE,High,99.76000213623048,99.22000122070312,100.1999969482422,95.86000061035156,94.44000244140624
BEI.DE,Low,97.4800033569336,97.58000183105467,95.94000244140624,93.41999816894533,92.83999633789062
BEI.DE,Open,99.0,98.18000030517578,98.4000015258789,95.36000061035156,93.0999984741211
BEI.DE,Volume,351770.0,330310.0,743758.0,457486.0,101838.0
BEN,Adj Close,26.799999237060547,26.36000061035156,26.280000686645508,26.18000030517578,0.0
BEN,Close,26.799999237060547,26.36000061035156,26.280000686645508,26.18000030517578,0.0
BEN,High,27.479999542236328,26.76000022888184,26.809999465942383,26.690000534057617,0.0
BEN,Low,26.65999984741211,25.57999992370605,25.979999542236328,26.11000061035156,0.0
BEN,Open,27.36000061035156,26.6200008392334,26.350000381469727,26.13999938964844,0.0
BEN,Volume,2936000.0,3191500.0,3143900.0,2648100.0,0.0
BF-B,Adj Close,68.36000061035156,68.33999633789062,68.30999755859375,68.44000244140625,0.0
BF-B,Close,68.36000061035156,68.33999633789062,68.30999755859375,68.44000244140625,0.0
BF-B,High,68.38999938964844,69.12999725341797,68.55000305175781,68.69000244140625,0.0
BF-B,Low,66.77999877929688,67.87000274658203,67.0199966430664,67.70999908447266,0.0
BF-B,Open,67.43000030517578,68.25,68.27999877929688,67.75,0.0
BF-B,Volume,1077600.0,837900.0,1444100.0,1225100.0,0.0
BHC.TO,Adj Close,28.81999969482422,29.299999237060547,29.3799991607666,28.850000381469727,0.0
BHC.TO,Close,28.81999969482422,29.299999237060547,29.3799991607666,28.850000381469727,0.0
BHC.TO,High,28.940000534057617,29.38999938964844,29.75,29.309999465942383,0.0
BHC.TO,Low,28.350000381469727,28.559999465942383,28.86000061035156,28.770000457763672,0.0
BHC.TO,Open,28.780000686645508,28.75,29.290000915527344,29.26000022888184,0.0
BHC.TO,Volume,312000.0,299300.0,201300.0,262700.0,0.0
BHP.L,Adj Close,2957.0,2937.5,3001.0,2907.0,2922.5
BHP.L,Close,2957.0,2937.5,3001.0,2907.0,2922.5
BHP.L,High,2986.5,2958.90087890625,3013.0,2978.0,2981.5
BHP.L,Low,2940.0,2894.5,2978.0,2898.0,2902.0
BHP.L,Open,2967.0,2940.5,2978.0,2964.0,2926.0
BHP.L,Volume,2742745.0,2944960.0,2090059.0,2073898.0,1500547.0
BIIB,Adj Close,209.7100067138672,211.63999938964844,214.75,210.6199951171875,0.0
BIIB,Close,209.7100067138672,211.63999938964844,214.75,210.6199951171875,0.0
BIIB,High,210.3500061035156,212.9600067138672,218.0200042724609,216.0,0.0
BIIB,Low,205.5200042724609,208.3699951171875,210.3600006103516,210.5500030517578,0.0
BIIB,Open,206.8699951171875,210.22000122070312,211.17999267578125,213.1199951171875,0.0
BIIB,Volume,1014200.0,779100.0,1410700.0,869000.0,0.0
BIO,Adj Close,576.6400146484375,596.5999755859375,597.1599731445312,589.7100219726562,0.0
BIO,Close,576.6400146484375,596.5999755859375,597.1599731445312,589.7100219726562,0.0
BIO,High,579.9299926757812,604.260009765625,607.5399780273438,594.0700073242188,0.0
BIO,Low,563.4500122070312,571.8300170898438,591.5700073242188,578.969970703125,0.0
BIO,Open,567.030029296875,577.469970703125,593.4000244140625,584.780029296875,0.0
BIO,Volume,362100.0,288900.0,432600.0,413900.0,0.0
BIP-UN.TO,Adj Close,83.6500015258789,84.13999938964844,84.33000183105469,84.1500015258789,0.0
BIP-UN.TO,Close,83.6500015258789,84.13999938964844,84.33000183105469,84.1500015258789,0.0
BIP-UN.TO,High,84.48999786376953,84.2699966430664,85.01000213623047,84.26000213623047,0.0
BIP-UN.TO,Low,83.18000030517578,82.70999908447266,84.04000091552734,83.0999984741211,0.0
BIP-UN.TO,Open,84.48999786376953,83.55000305175781,84.04000091552734,84.25,0.0
BIP-UN.TO,Volume,168000.0,251500.0,126700.0,345700.0,0.0
BK,Adj Close,48.20000076293945,47.7599983215332,48.34000015258789,48.06999969482422,0.0
BK,Close,48.20000076293945,47.7599983215332,48.34000015258789,48.06999969482422,0.0
BK,High,48.72999954223633,48.40999984741211,48.619998931884766,48.91999816894531,0.0
BK,Low,47.959999084472656,46.95000076293945,47.77000045776367,47.790000915527344,0.0
BK,Open,48.70000076293945,48.11000061035156,47.959999084472656,48.0,0.0
BK,Volume,5110400.0,4522700.0,3155600.0,3728500.0,0.0
BKG.L,Adj Close,3947.0,3881.0,3973.0,3974.0,4019.0
BKG.L,Close,3947.0,3881.0,3973.0,3974.0,4019.0
BKG.L,High,3957.320068359375,3973.0,3980.0,4008.0,4031.0
BKG.L,Low,3839.0,3877.0,3891.0,3923.0,3907.0
BKG.L,Open,3865.0,3973.0,3914.0,3951.0,3926.0
BKG.L,Volume,427281.0,281071.0,208301.0,418961.0,75373.0
BKIA.MC,Adj Close,0.0,0.0,0.0,0.0,0.0
BKIA.MC,Close,0.0,0.0,0.0,0.0,0.0
BKIA.MC,High,0.0,0.0,0.0,0.0,0.0
BKIA.MC,Low,0.0,0.0,0.0,0.0,0.0
BKIA.MC,Open,0.0,0.0,0.0,0.0,0.0
BKIA.MC,Volume,0.0,0.0,0.0,0.0,0.0
BKNG,Adj Close,2222.139892578125,2213.199951171875,2167.419921875,2169.2099609375,0.0
BKNG,Close,2222.139892578125,2213.199951171875,2167.419921875,2169.2099609375,0.0
BKNG,High,2239.0400390625,2224.639892578125,2228.080078125,2209.56005859375,0.0
BKNG,Low,2194.590087890625,2171.22998046875,2166.3798828125,2144.949951171875,0.0
BKNG,Open,2237.6201171875,2208.179931640625,2203.449951171875,2150.0,0.0
BKNG,Volume,422200.0,299500.0,301600.0,252600.0,0.0
BKR,Adj Close,35.720001220703125,36.119998931884766,37.52000045776367,36.470001220703125,0.0
BKR,Close,35.720001220703125,36.119998931884766,37.52000045776367,36.470001220703125,0.0
BKR,High,36.38999938964844,36.220001220703125,37.59999847412109,37.18000030517578,0.0
BKR,Low,35.290000915527344,35.08000183105469,36.27999877929688,36.400001525878906,0.0
BKR,Open,35.880001068115234,35.68000030517578,36.310001373291016,36.720001220703125,0.0
BKR,Volume,8523600.0,9536200.0,12764100.0,7654500.0,0.0
BKT.MC,Adj Close,5.133999824523926,5.257999897003174,5.421999931335449,5.314000129699707,5.236000061035156
BKT.MC,Close,5.133999824523926,5.257999897003174,5.421999931335449,5.314000129699707,5.236000061035156
BKT.MC,High,5.418000221252441,5.388000011444092,5.473999977111816,5.460000038146973,5.254000186920166
BKT.MC,Low,5.0879998207092285,5.102000236511231,5.291999816894531,5.306000232696533,5.118000030517578
BKT.MC,Open,5.3460001945495605,5.173999786376953,5.291999816894531,5.449999809265137,5.230000019073486
BKT.MC,Volume,3846618.0,3594878.0,3346201.0,1945536.0,1921624.0
BLK,Adj Close,745.22998046875,748.8900146484375,736.0999755859375,728.3800048828125,0.0
BLK,Close,745.22998046875,748.8900146484375,736.0999755859375,728.3800048828125,0.0
BLK,High,758.0800170898438,753.239990234375,747.0,737.5800170898438,0.0
BLK,Low,737.0800170898438,736.1099853515625,734.2000122070312,727.2899780273438,0.0
BLK,Open,752.25,745.22998046875,747.0,732.5499877929688,0.0
BLK,Volume,845600.0,475500.0,820900.0,591700.0,0.0
BLL,Adj Close,88.37000274658203,87.7300033569336,87.41999816894531,88.05000305175781,0.0
BLL,Close,88.37000274658203,87.7300033569336,87.41999816894531,88.05000305175781,0.0
BLL,High,89.51000213623047,88.2699966430664,88.44000244140625,88.58999633789062,0.0
BLL,Low,88.0199966430664,86.69999694824219,87.0,87.2699966430664,0.0
BLL,Open,89.06999969482422,87.91999816894531,87.73999786376953,87.66999816894531,0.0
BLL,Volume,1232400.0,1288000.0,1598200.0,1739500.0,0.0
BLND.L,Adj Close,529.5999755859375,525.7999877929688,530.4000244140625,533.2000122070312,522.7999877929688
BLND.L,Close,529.5999755859375,525.7999877929688,530.4000244140625,533.2000122070312,522.7999877929688
BLND.L,High,530.7999877929688,539.7999877929688,533.5999755859375,535.5999755859375,529.5999755859375
BLND.L,Low,523.4000244140625,525.0,527.7999877929688,528.4000244140625,522.7999877929688
BLND.L,Open,530.7999877929688,532.4000244140625,531.2000122070312,530.0,526.5999755859375
BLND.L,Volume,2727301.0,1510189.0,1177066.0,1239546.0,287412.0
BME.L,Adj Close,544.5999755859375,538.5999755859375,544.4000244140625,544.2000122070312,545.4000244140625
BME.L,Close,544.5999755859375,538.5999755859375,544.4000244140625,544.2000122070312,545.4000244140625
BME.L,High,567.5999755859375,550.4000244140625,546.3170166015625,545.4000244140625,549.4000244140625
BME.L,Low,540.7999877929688,537.3820190429688,539.5999755859375,538.5999755859375,535.2000122070312
BME.L,Open,562.2000122070312,545.7999877929688,542.0,541.5999755859375,542.0
BME.L,Volume,5825914.0,3814631.0,2234064.0,1940809.0,377701.0
BMO.TO,Adj Close,146.33999633789062,143.97000122070312,144.9499969482422,144.7100067138672,0.0
BMO.TO,Close,146.33999633789062,143.97000122070312,144.9499969482422,144.7100067138672,0.0
BMO.TO,High,147.66000366210938,146.3800048828125,145.7899932861328,146.17999267578125,0.0
BMO.TO,Low,145.67999267578125,143.0500030517578,144.1999969482422,144.25,0.0
BMO.TO,Open,147.0,146.2100067138672,144.22999572753906,145.0,0.0
BMO.TO,Volume,1303000.0,2045300.0,1156400.0,2070300.0,0.0
BMW.DE,Adj Close,76.30000305175781,75.66999816894531,77.0,75.98999786376953,76.62999725341797
BMW.DE,Close,76.30000305175781,75.66999816894531,77.0,75.98999786376953,76.62999725341797
BMW.DE,High,78.05999755859375,77.91999816894531,77.7300033569336,76.93000030517578,76.68000030517578
BMW.DE,Low,74.8499984741211,75.66999816894531,76.26000213623047,75.11000061035156,74.27999877929688
BMW.DE,Open,77.87999725341797,76.54000091552734,77.19999694824219,76.0999984741211,74.8499984741211
BMW.DE,Volume,1651158.0,1345977.0,1113844.0,1246230.0,647176.0
BMY,Adj Close,75.33999633789062,77.26000213623047,77.7699966430664,76.5,0.0
BMY,Close,75.33999633789062,77.26000213623047,77.7699966430664,76.5,0.0
BMY,High,75.4800033569336,77.27999877929688,78.05999755859375,78.12999725341797,0.0
BMY,Low,73.97000122070312,75.30000305175781,76.76000213623047,76.47000122070312,0.0
BMY,Open,74.18000030517578,75.37999725341797,76.81999969482422,77.69999694824219,0.0
BMY,Volume,15420100.0,20655600.0,22331700.0,15559900.0,0.0
BNS.TO,Adj Close,87.98999786376953,87.48999786376953,87.58000183105469,86.95999908447266,0.0
BNS.TO,Close,87.98999786376953,87.48999786376953,87.58000183105469,86.95999908447266,0.0
BNS.TO,High,88.97000122070312,88.25,88.25,88.30000305175781,0.0
BNS.TO,Low,87.79000091552734,86.69999694824219,87.5,86.86000061035156,0.0
BNS.TO,Open,88.5,88.20999908447266,87.6500015258789,87.5199966430664,0.0
BNS.TO,Volume,5322600.0,4661400.0,3474700.0,5544100.0,0.0
BNZL.L,Adj Close,3083.0,3115.0,3111.0,3069.0,3089.0
BNZL.L,Close,3083.0,3115.0,3111.0,3069.0,3089.0
BNZL.L,High,3096.0,3119.0,3124.0,3107.0,3102.0
BNZL.L,Low,3062.0,3074.0,3089.0,3069.0,3048.0
BNZL.L,Open,3067.0,3094.0,3123.0,3098.0,3055.0
BNZL.L,Volume,1100339.0,736325.0,787343.0,815468.0,162958.0
BOL.ST,Adj Close,493.6000061035156,492.2999877929688,502.0,476.6000061035156,486.5
BOL.ST,Close,493.6000061035156,492.2999877929688,502.0,476.6000061035156,486.5
BOL.ST,High,502.3999938964844,498.7999877929688,508.6000061035156,492.1000061035156,487.2999877929688
BOL.ST,Low,485.2999877929688,485.5,496.5,454.7000122070313,473.1000061035156
BOL.ST,Open,500.0,495.8999938964844,499.5,490.0,475.7000122070313
BOL.ST,Volume,1384065.0,1115693.0,1287209.0,2413314.0,735978.0
BP.L,Adj Close,380.8500061035156,377.3999938964844,391.5,386.6499938964844,395.0499877929688
BP.L,Close,380.8500061035156,377.3999938964844,391.5,386.6499938964844,395.0499877929688
BP.L,High,384.3999938964844,383.7000122070313,391.5,393.8500061035156,398.0
BP.L,Low,378.2000122070313,371.3999938964844,382.1000061035156,385.4500122070313,388.2000122070313
BP.L,Open,380.0499877929688,376.9500122070313,382.6499938964844,390.0499877929688,389.25
BP.L,Volume,49193103.0,48300305.0,50221963.0,38512438.0,17023688.0
BPY-UN.TO,Adj Close,0.0,0.0,0.0,0.0,0.0
BPY-UN.TO,Close,0.0,0.0,0.0,0.0,0.0
BPY-UN.TO,High,0.0,0.0,0.0,0.0,0.0
BPY-UN.TO,Low,0.0,0.0,0.0,0.0,0.0
BPY-UN.TO,Open,0.0,0.0,0.0,0.0,0.0
BPY-UN.TO,Volume,0.0,0.0,0.0,0.0,0.0
BR,Adj Close,159.60000610351562,158.86000061035156,160.83999633789062,154.8300018310547,0.0
BR,Close,159.60000610351562,158.86000061035156,160.83999633789062,154.8300018310547,0.0
BR,High,159.8800048828125,159.82000732421875,161.5,160.6199951171875,0.0
BR,Low,156.75,157.25999450683594,157.60000610351562,154.6199951171875,0.0
BR,Open,157.86000061035156,159.52999877929688,158.4499969482422,160.52999877929688,0.0
BR,Volume,572100.0,434800.0,481700.0,454200.0,0.0
BRBY.L,Adj Close,1617.5,1591.5,1601.0,1574.5,1602.0
BRBY.L,Close,1617.5,1591.5,1601.0,1574.5,1602.0
BRBY.L,High,1679.0,1635.0,1620.699951171875,1599.5,1613.0
BRBY.L,Low,1592.0,1591.5,1584.0,1559.5,1552.5
BRBY.L,Open,1677.5,1615.0,1615.5,1590.0,1552.5
BRBY.L,Volume,1196326.0,873895.0,814270.0,1631860.0,402624.0
BRK-B,Adj Close,344.7099914550781,346.510009765625,353.1000061035156,352.0199890136719,0.0
BRK-B,Close,344.7099914550781,346.510009765625,353.1000061035156,352.0199890136719,0.0
BRK-B,High,346.9700012207031,347.6700134277344,353.8500061035156,354.3299865722656,0.0
BRK-B,Low,340.54998779296875,342.3999938964844,347.7300109863281,349.3399963378906,0.0
BRK-B,Open,341.1700134277344,346.2200012207031,348.92999267578125,352.9800109863281,0.0
BRK-B,Volume,4547400.0,3815700.0,4490500.0,3128900.0,0.0
BSX,Adj Close,44.58000183105469,44.959999084472656,44.84000015258789,44.220001220703125,0.0
BSX,Close,44.58000183105469,44.959999084472656,44.84000015258789,44.220001220703125,0.0
BSX,High,44.65999984741211,45.16999816894531,45.2400016784668,44.90999984741211,0.0
BSX,Low,43.560001373291016,44.31999969482422,44.65999984741211,44.150001525878906,0.0
BSX,Open,43.970001220703125,44.43999862670898,44.95000076293945,44.70000076293945,0.0
BSX,Volume,7256600.0,5758700.0,9615600.0,6497900.0,0.0
BT-A.L,Adj Close,186.1499938964844,188.4499969482422,191.0,192.5,192.9499969482422
BT-A.L,Close,186.1499938964844,188.4499969482422,191.0,192.5,192.9499969482422
BT-A.L,High,186.6000061035156,191.1499938964844,192.6999969482422,192.8000030517578,193.3999938964844
BT-A.L,Low,182.3999938964844,185.4499969482422,188.8500061035156,190.6000061035156,190.0
BT-A.L,Open,183.6999969482422,185.5,189.9499969482422,191.0,190.8500061035156
BT-A.L,Volume,64269434.0,21979492.0,13861296.0,16934265.0,4331429.0
BWA,Adj Close,37.220001220703125,36.34000015258789,36.40999984741211,36.84999847412109,0.0
BWA,Close,37.220001220703125,36.34000015258789,36.40999984741211,36.84999847412109,0.0
BWA,High,37.5099983215332,37.02999877929688,37.29999923706055,37.560001373291016,0.0
BWA,Low,36.619998931884766,35.58000183105469,35.91999816894531,36.09999847412109,0.0
BWA,Open,36.93000030517578,36.70000076293945,36.16999816894531,36.130001068115234,0.0
BWA,Volume,2007300.0,2039600.0,2403400.0,6410800.0,0.0
BWLPG.OL,Adj Close,65.80000305175781,66.19999694824219,66.94999694824219,63.0,61.5
BWLPG.OL,Close,65.80000305175781,66.19999694824219,66.94999694824219,63.0,61.5
BWLPG.OL,High,66.4000015258789,66.9000015258789,67.6500015258789,67.0,62.79999923706055
BWLPG.OL,Low,63.04999923706055,65.05000305175781,65.5,62.75,61.04999923706055
BWLPG.OL,Open,63.04999923706055,66.30000305175781,66.9000015258789,67.0,62.45000076293945
BWLPG.OL,Volume,979086.0,438509.0,396543.0,324740.0,186773.0
BWO.OL,Adj Close,28.65999984741211,28.280000686645508,29.459999084472656,27.8799991607666,27.940000534057617
BWO.OL,Close,28.65999984741211,28.280000686645508,29.459999084472656,27.8799991607666,27.940000534057617
BWO.OL,High,29.100000381469727,28.799999237060547,29.65999984741211,29.71999931335449,29.5
BWO.OL,Low,28.34000015258789,28.07999992370605,28.479999542236328,27.780000686645508,27.559999465942383
BWO.OL,Open,28.799999237060547,28.13999938964844,28.5,29.0,29.5
BWO.OL,Volume,364041.0,237261.0,416787.0,519770.0,258432.0
BXP,Adj Close,125.08000183105467,122.37000274658205,122.6999969482422,123.11000061035156,0.0
BXP,Close,125.08000183105467,122.37000274658205,122.6999969482422,123.11000061035156,0.0
BXP,High,125.88999938964844,124.72000122070312,123.33000183105467,124.11000061035156,0.0
BXP,Low,123.94000244140624,120.52999877929688,121.13999938964844,121.95999908447266,0.0
BXP,Open,125.54000091552734,124.72000122070312,122.62999725341795,123.12999725341795,0.0
BXP,Volume,981000.0,917800.0,560200.0,608200.0,0.0
C,Adj Close,50.52999877929688,50.02999877929688,50.880001068115234,50.54999923706055,0.0
C,Close,50.52999877929688,50.02999877929688,50.880001068115234,50.54999923706055,0.0
C,High,51.09000015258789,50.61000061035156,51.29999923706055,52.25,0.0
C,Low,50.400001525878906,49.040000915527344,49.83000183105469,50.380001068115234,0.0
C,Open,51.0099983215332,50.560001373291016,49.84000015258789,50.790000915527344,0.0
C,Volume,25196600.0,28689900.0,26848600.0,20885500.0,0.0
CABK.MC,Adj Close,3.0799999237060547,3.1480000019073486,3.234999895095825,3.180999994277954,3.1530001163482666
CABK.MC,Close,3.0799999237060547,3.1480000019073486,3.234999895095825,3.180999994277954,3.1530001163482666
CABK.MC,High,3.213000059127808,3.2690000534057617,3.246999979019165,3.2739999294281006,3.181999921798706
CABK.MC,Low,3.066999912261963,3.094000101089477,3.1730000972747803,3.180999994277954,3.109999895095825
CABK.MC,Open,3.150000095367432,3.111999988555908,3.180000066757202,3.26200008392334,3.150000095367432
CABK.MC,Volume,19931511.0,18733319.0,11020155.0,26054540.0,10218109.0
CAG,Adj Close,34.34000015258789,34.43000030517578,34.5,35.0,0.0
CAG,Close,34.34000015258789,34.43000030517578,34.5,35.0,0.0
CAG,High,34.709999084472656,35.150001525878906,34.68000030517578,35.25,0.0
CAG,Low,34.06999969482422,33.75,34.150001525878906,34.560001373291016,0.0
CAG,Open,34.09000015258789,34.060001373291016,34.5,34.83000183105469,0.0
CAG,Volume,4831400.0,6127800.0,7036700.0,7366100.0,0.0
CAH,Adj Close,57.40999984741211,59.380001068115234,61.900001525878906,61.380001068115234,0.0
CAH,Close,57.40999984741211,59.380001068115234,61.900001525878906,61.380001068115234,0.0
CAH,High,57.63999938964844,59.41999816894531,62.150001525878906,62.75,0.0
CAH,Low,56.66999816894531,57.20000076293945,59.58000183105469,61.15999984741211,0.0
CAH,Open,56.77999877929688,57.29999923706055,59.880001068115234,61.95000076293945,0.0
CAH,Volume,2095800.0,4154900.0,4910800.0,3036400.0,0.0
CAR-UN.TO,Adj Close,51.290000915527344,51.560001373291016,52.54999923706055,51.45000076293945,0.0
CAR-UN.TO,Close,51.290000915527344,51.560001373291016,52.54999923706055,51.45000076293945,0.0
CAR-UN.TO,High,52.43999862670898,51.79999923706055,53.34000015258789,52.56999969482422,0.0
CAR-UN.TO,Low,50.65999984741211,50.540000915527344,52.209999084472656,51.41999816894531,0.0
CAR-UN.TO,Open,52.400001525878906,51.15999984741211,52.41999816894531,52.369998931884766,0.0
CAR-UN.TO,Volume,1075000.0,581500.0,1127100.0,528600.0,0.0
CARR,Adj Close,43.880001068115234,43.68999862670898,43.380001068115234,42.43999862670898,0.0
CARR,Close,43.880001068115234,43.68999862670898,43.380001068115234,42.43999862670898,0.0
CARR,High,44.040000915527344,44.0099983215332,44.40999984741211,43.2599983215332,0.0
CARR,Low,43.310001373291016,43.08000183105469,43.15999984741211,42.30500030517578,0.0
CARR,Open,43.970001220703125,43.33000183105469,43.84000015258789,42.810001373291016,0.0
CARR,Volume,4214100.0,4199500.0,3311700.0,4398400.0,0.0
CAT,Adj Close,216.2100067138672,215.8999938964844,217.02999877929688,216.0500030517578,0.0
CAT,Close,216.2100067138672,215.8999938964844,217.02999877929688,216.0500030517578,0.0
CAT,High,217.1300048828125,216.30999755859372,217.8800048828125,218.75999450683597,0.0
CAT,Low,213.5500030517578,213.55999755859372,214.02999877929688,215.75,0.0
CAT,Open,215.1199951171875,215.4600067138672,215.7899932861328,217.02999877929688,0.0
CAT,Volume,2783300.0,2253600.0,2450200.0,2494200.0,0.0
CB,Adj Close,212.47999572753903,212.5800018310547,216.1499938964844,215.25999450683597,0.0
CB,Close,212.47999572753903,212.5800018310547,216.1499938964844,215.25999450683597,0.0
CB,High,214.8699951171875,213.41000366210935,216.91000366210935,218.47000122070312,0.0
CB,Low,210.91000366210935,209.9199981689453,213.1699981689453,214.8800048828125,0.0
CB,Open,212.16000366210935,213.30999755859372,214.1699981689453,217.4499969482422,0.0
CB,Volume,1389100.0,1513200.0,1450000.0,1140000.0,0.0
CBOE,Adj Close,114.91999816894533,117.94000244140624,116.3499984741211,116.75,0.0
CBOE,Close,114.91999816894533,117.94000244140624,116.3499984741211,116.75,0.0
CBOE,High,116.12999725341795,118.55999755859376,119.61000061035156,117.3499984741211,0.0
CBOE,Low,113.0199966430664,114.62999725341795,115.87999725341795,115.8499984741211,0.0
CBOE,Open,113.87999725341795,115.77999877929688,119.61000061035156,116.77999877929688,0.0
CBOE,Volume,515900.0,819800.0,495100.0,478400.0,0.0
CBRE,Adj Close,89.0,86.7699966430664,86.44000244140625,86.62999725341797,0.0
CBRE,Close,89.0,86.7699966430664,86.44000244140625,86.62999725341797,0.0
CBRE,High,90.37000274658205,88.66999816894531,87.68000030517578,87.61000061035156,0.0
CBRE,Low,88.62999725341797,85.55000305175781,86.06999969482422,85.5999984741211,0.0
CBRE,Open,89.94000244140625,88.22000122070312,87.08999633789062,86.01000213623047,0.0
CBRE,Volume,1771600.0,2171800.0,1573400.0,2702400.0,0.0
CCH.L,Adj Close,1577.5,1578.0,1598.0,1588.5,1569.0
CCH.L,Close,1577.5,1578.0,1598.0,1588.5,1569.0
CCH.L,High,1605.5,1601.5,1598.5,1619.5,1585.5
CCH.L,Low,1542.5,1562.5,1553.0,1581.5,1548.0
CCH.L,Open,1590.5,1591.5,1580.0,1599.0,1571.5
CCH.L,Volume,956727.0,2336931.0,819744.0,816550.0,331636.0
CCI,Adj Close,197.57000732421875,196.5200042724609,198.0200042724609,196.05999755859372,0.0
CCI,Close,197.57000732421875,196.5200042724609,198.0200042724609,196.05999755859372,0.0
CCI,High,198.63999938964844,198.5,198.8000030517578,199.72000122070312,0.0
CCI,Low,192.4199981689453,195.5500030517578,195.50999450683597,195.44000244140625,0.0
CCI,Open,192.7100067138672,196.67999267578125,196.4900054931641,197.8800048828125,0.0
CCI,Volume,2160700.0,2119200.0,1258200.0,1561900.0,0.0
CCL,Adj Close,18.93000030517578,18.739999771118164,18.34000015258789,18.540000915527344,0.0
CCL,Close,18.93000030517578,18.739999771118164,18.34000015258789,18.540000915527344,0.0
CCL,High,19.88999938964844,18.920000076293945,18.729999542236328,19.020000457763672,0.0
CCL,Low,18.86000061035156,18.059999465942383,18.040000915527344,17.989999771118164,0.0
CCL,Open,19.82999992370605,18.88999938964844,18.600000381469727,18.1299991607666,0.0
CCL,Volume,44802800.0,42475400.0,28681200.0,27830100.0,0.0
CCL-B.TO,Adj Close,56.470001220703125,58.06999969482422,57.13999938964844,57.470001220703125,0.0
CCL-B.TO,Close,56.470001220703125,58.06999969482422,57.13999938964844,57.470001220703125,0.0
CCL-B.TO,High,56.77999877929688,58.130001068115234,58.15999984741211,58.0,0.0
CCL-B.TO,Low,56.18999862670898,56.380001068115234,57.06999969482422,56.45000076293945,0.0
CCL-B.TO,Open,56.65999984741211,56.38999938964844,58.09000015258789,57.0,0.0
CCL-B.TO,Volume,333300.0,253300.0,167400.0,221200.0,0.0
CCO.TO,Adj Close,35.38999938964844,38.52000045776367,38.119998931884766,38.75,0.0
CCO.TO,Close,35.38999938964844,38.52000045776367,38.119998931884766,38.75,0.0
CCO.TO,High,35.61000061035156,38.97999954223633,38.77000045776367,39.619998931884766,0.0
CCO.TO,Low,34.43000030517578,35.79999923706055,37.59999847412109,37.72999954223633,0.0
CCO.TO,Open,35.349998474121094,35.79999923706055,38.45000076293945,38.93999862670898,0.0
CCO.TO,Volume,1347100.0,2110900.0,1307700.0,1890600.0,0.0
CDNS,Adj Close,161.85000610351562,163.1300048828125,158.24000549316406,153.74000549316406,0.0
CDNS,Close,161.85000610351562,163.1300048828125,158.24000549316406,153.74000549316406,0.0
CDNS,High,163.77999877929688,164.52000427246094,161.75,157.1999969482422,0.0
CDNS,Low,158.7899932861328,160.5500030517578,157.82000732421875,152.50999450683594,0.0
CDNS,Open,160.6199951171875,161.11000061035156,161.3000030517578,157.1999969482422,0.0
CDNS,Volume,1415500.0,1952100.0,1205000.0,1441300.0,0.0
CDW,Adj Close,176.3800048828125,177.32000732421875,175.5500030517578,172.2100067138672,0.0
CDW,Close,176.3800048828125,177.32000732421875,175.5500030517578,172.2100067138672,0.0
CDW,High,177.36000061035156,178.27999877929688,177.50999450683594,175.69000244140625,0.0
CDW,Low,174.02999877929688,174.92999267578125,174.91000366210938,171.86000061035156,0.0
CDW,Open,175.1699981689453,175.8000030517578,177.4199981689453,174.94000244140625,0.0
CDW,Volume,868200.0,736200.0,646500.0,576900.0,0.0
CE,Adj Close,140.44000244140625,141.1300048828125,144.47000122070312,144.97999572753906,0.0
CE,Close,140.44000244140625,141.1300048828125,144.47000122070312,144.97999572753906,0.0
CE,High,141.63999938964844,141.88999938964844,146.50999450683594,147.6999969482422,0.0
CE,Low,138.77000427246094,138.6300048828125,142.47000122070312,143.41000366210938,0.0
CE,Open,141.47000122070312,140.60000610351562,142.9199981689453,143.9199981689453,0.0
CE,Volume,942000.0,701800.0,940300.0,989600.0,0.0
