Attributes,Symbols,2022-04-06,2022-04-07,2022-04-08,2022-04-11,2022-04-12
Adj Close,0003.HK,9.270000457763672,9.270000457763672,9.279999732971191,9.180000305175781,9.119999885559082
Adj Close,0388.HK,358.3999938964844,354.79998779296875,355.3999938964844,343.20001220703125,343.3999938964844
Adj Close,0823.HK,67.8499984741211,68.0,68.8499984741211,68.0999984741211,67.44999694824219
Adj Close,1928.HK,18.799999237060547,18.200000762939453,17.799999237060547,17.200000762939453,17.8799991607666
Adj Close,0016.HK,95.05000305175781,94.0,94.3499984741211,93.8499984741211,93.44999694824219
Adj Close,068270.KS,168500.0,166500.0,164000.0,162000.0,161000.0
Adj Close,012330.KS,216000.0,212000.0,209000.0,208000.0,206500.0
Adj Close,005380.KS,180000.0,178500.0,176500.0,179500.0,178000.0
Adj Close,105560.KS,59700.0,58200.0,58200.0,59600.0,59600.0
Adj Close,033780.KS,81200.0,81400.0,81800.0,82300.0,82000.0
Adj Close,051910.KS,530000.0,518000.0,525000.0,510000.0,505000.0
Adj Close,035420.KS,330000.0,321000.0,316500.0,313000.0,308500.0
Adj Close,005490.KS,285000.0,280500.0,283000.0,286000.0,282000.0
Adj Close,005930.KS,68500.0,68000.0,67800.0,67900.0,67000.0
Adj Close,005935.KS,62200.0,62000.0,62000.0,61900.0,60500.0
Adj Close,055550.KS,40800.0,40300.0,40250.0,41150.0,40950.0
Adj Close,000660.KS,113000.0,113500.0,112000.0,111500.0,111000.0
Adj Close,2882.TW,65.5,64.80000305175781,65.0,64.80000305175781,64.9000015258789
Adj Close,2412.TW,127.0,127.0,128.0,130.0,128.5
Adj Close,2891.TW,30.149999618530273,30.350000381469727,30.5,30.450000762939453,30.700000762939453
Adj Close,1326.TW,79.9000015258789,78.69999694824219,79.30000305175781,78.5,78.5999984741211
Adj Close,1301.TW,107.0,106.5,106.5,105.5,105.0
Adj Close,2317.TW,105.0,103.0,103.0,102.0,102.0
Adj Close,3008.TW,1775.0,1685.0,1660.0,1610.0,1640.0
Adj Close,2454.TW,882.0,850.0,840.0,836.0,842.0
Adj Close,1303.TW,93.5999984741211,93.0999984741211,93.4000015258789,92.0999984741211,91.30000305175781
Adj Close,2330.TW,578.0,566.0,567.0,558.0,557.0
Adj Close,ACKB.VI,163.1999969482422,163.1999969482422,164.60000610351562,166.0,
Adj Close,AED.BR,116.0999984741211,116.0999984741211,117.19999694824219,117.69999694824219,116.5999984741211
Adj Close,AGS.VI,46.150001525878906,46.150001525878906,46.150001525878906,46.150001525878906,
Adj Close,ABI.BR,54.77000045776367,53.290000915527344,54.369998931884766,53.91999816894531,53.630001068115234
Adj Close,APAM.VI,40.119998931884766,35.83000183105469,35.83000183105469,36.16999816894531,
Adj Close,ARGX.VI,294.8999938964844,294.8999938964844,304.3999938964844,304.3999938964844,
Adj Close,BAR.BR,19.489999771118164,19.65999984741211,19.809999465942383,19.829999923706055,19.760000228881836
Adj Close,COFB.VI,130.60000610351562,130.60000610351562,132.3000030517578,132.3000030517578,
Adj Close,COLR.VI,38.75,39.45000076293945,40.22999954223633,40.22999954223633,
Adj Close,GLPG.VI,60.41999816894531,60.41999816894531,60.41999816894531,61.84000015258789,62.18000030517578
Adj Close,GBLB.VI,94.9000015258789,94.9000015258789,94.9000015258789,94.9000015258789,
Adj Close,INGA.VI,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,
Adj Close,KBC.VI,62.97999954223633,61.900001525878906,61.900001525878906,61.900001525878906,
Adj Close,PROX.VI,16.674999237060547,16.674999237060547,16.674999237060547,17.184999465942383,17.225000381469727
Adj Close,SOF.VI,327.6000061035156,325.3999938964844,326.0,318.3999938964844,320.6000061035156
Adj Close,SOLB.VI,85.69999694824219,85.69999694824219,85.69999694824219,86.5199966430664,
Adj Close,TNET.VI,29.799999237060547,29.920000076293945,30.299999237060547,30.739999771118164,
Adj Close,UCB.VI,111.25,111.80000305175781,111.80000305175781,111.80000305175781,
Adj Close,UMI.VI,40.65999984741211,40.65999984741211,40.65999984741211,40.65999984741211,
Adj Close,WDP.BR,40.15999984741211,40.7599983215332,39.900001525878906,40.34000015258789,40.08000183105469
Adj Close,ANA.MC,185.6999969482422,187.0,192.0,191.6999969482422,191.6999969482422
Adj Close,ACX.MC,9.553999900817871,9.380000114440918,9.442000389099121,9.553999900817871,9.656000137329102
Adj Close,ACS.MC,23.459999084472656,23.549999237060547,24.06999969482422,24.489999771118164,24.5
Adj Close,AENA.MC,143.35000610351562,142.75,145.1999969482422,147.75,148.9499969482422
Adj Close,AMS.MC,57.400001525878906,56.439998626708984,56.540000915527344,55.439998626708984,56.040000915527344
Adj Close,MTS.MC,28.010000228881836,27.704999923706055,28.264999389648438,28.6200008392334,28.920000076293945
Adj Close,SAB.MC,0.6966000199317932,0.7120000123977661,0.7355999946594238,0.7376000285148621,0.7355999946594238
Adj Close,SAN.MC,3.0380001068115234,3.0394999980926514,3.118000030517578,3.1579999923706055,3.1535000801086426
Adj Close,BKT.MC,5.133999824523926,5.257999897003174,5.421999931335449,5.314000129699707,5.236000061035156
Adj Close,BBVA.MC,4.856500148773193,4.8454999923706055,4.89300012588501,4.961999893188477,5.01800012588501
Adj Close,CABK.MC,3.0799999237060547,3.1480000019073486,3.234999895095825,3.180999994277954,3.1530001163482666
Adj Close,CLNX.MC,45.119998931884766,45.2599983215332,44.470001220703125,44.130001068115234,44.13999938964844
Adj Close,CIE.MC,19.450000762939453,19.290000915527344,19.479999542236328,19.40999984741211,19.670000076293945
Adj Close,ENG.MC,20.579999923706055,20.790000915527344,21.1299991607666,20.690000534057617,20.649999618530273
